Date,Region,Sales_Rep,Product,Quantity,Unit_Price,Total_Sale
2025-11-23,North,Chika,Keyboard,1,442,442
2025-11-23,East,Ella,Monitor,2,938,1876
2025-11-23,West,David,Monitor,9,202,1818
2025-11-23,West,Chika,Headphones,3,658,1974
2025-11-23,North,Chika,Laptop,8,1133,9064
2025-11-23,South,Alice,Headphones,4,104,416
2025-11-23,West,Ben,Mouse,3,125,375
2025-11-23,North,David,Headphones,5,681,3405
2025-11-23,North,Ella,Headphones,1,1334,1334
2025-11-23,East,David,Webcam,2,458,916
2025-11-23,North,David,Mouse,4,1308,5232
2025-11-23,North,David,Mouse,4,1308,5232
2025-11-23,South,Ben,Webcam,7,1463,10241
2025-11-23,West,Ben,Laptop,3,968,2904
2025-11-23,West,David,Printer,6,386,2316
2025-11-23,South,Alice,Monitor,6,339,2034
2025-11-23,South,David,Headphones,7,745,5215
2025-11-23,South,David,Headphones,1,942,942
2025-11-23,East,Alice,Headphones,6,291,1746
2025-11-23,West,Alice,Keyboard,5,328,1640
2025-11-23,West,Ella,Printer,5,1024,5120
2025-11-23,East,Chika,Printer,5,585,2925
2025-11-23,East,Ella,Monitor,2,938,1876
2025-11-23,South,Ella,Headphones,1,1005,1005
2025-11-23,West,David,Printer,7,1230,8610
2025-11-23,West,Alice,Monitor,4,859,3436
2025-11-23,South,Alice,Laptop,7,204,1428
2025-11-23,North,Ella,Headphones,8,1051,8408
2025-11-23,South,Alice,Monitor,8,567,4536
2025-11-23,South,Alice,Keyboard,1,802,802
2025-11-23,South,Chika,Headphones,3,1418,4254
2025-11-23,East,Ben,Keyboard,6,279,1674
2025-11-23,North,Chika,Keyboard,1,1115,1115
2025-11-23,East,Chika,Mouse,5,798,3990
2025-11-23,East,Chika,Printer,5,585,2925
2025-11-23,West,Chika,Webcam,3,821,2463
2025-11-23,East,Ben,Keyboard,3,280,840
2025-11-23,North,Alice,Webcam,1,51,51
2025-11-23,South,Chika,Headphones,7,60,420
2025-11-23,North,Ella,Headphones,8,1051,8408
2025-11-23,West,Alice,Keyboard,2,287,574
2025-11-23,West,Ella,Laptop,9,995,8955
2025-11-23,East,Alice,Laptop,4,277,1108
2025-11-23,North,Alice,Monitor,9,91,819
2025-11-23,South,David,Keyboard,8,559,4472
2025-11-23,West,Chika,Printer,1,1348,1348
2025-11-23,South,Alice,Monitor,8,567,4536
2025-11-23,South,Alice,Printer,7,546,3822
2025-11-23,North,David,Laptop,4,136,544
2025-11-23,West,Ella,Printer,9,1219,10971
2025-11-23,North,Ben,Laptop,9,1260,11340
2025-11-23,East,David,Mouse,5,378,1890
2025-11-23,South,Alice,Monitor,5,752,3760
2025-11-23,North,Ben,Monitor,5,670,3350
2025-11-23,West,Ella,Keyboard,8,930,7440
2025-11-23,South,Alice,Headphones,1,1046,1046
2025-11-23,South,David,Headphones,7,745,5215
2025-11-23,South,Alice,Laptop,7,951,6657
2025-11-23,West,Alice,Monitor,2,641,1282
2025-11-23,South,Chika,Headphones,7,60,420
2025-11-23,West,Chika,Mouse,2,132,264
2025-11-23,South,Alice,Headphones,4,104,416
2025-11-23,North,Chika,Keyboard,1,442,442
2025-11-23,West,Alice,Headphones,3,303,909
2025-11-23,West,Ben,Laptop,4,1054,4216
2025-11-23,South,Alice,Headphones,1,1046,1046
2025-11-23,West,Alice,Printer,7,563,3941
2025-11-23,South,Ben,Monitor,5,662,3310
2025-11-23,North,Ella,Printer,2,483,966
2025-11-23,North,David,Headphones,4,522,2088
2025-11-23,West,Ben,Mouse,3,125,375
2025-11-23,South,Ben,Monitor,3,198,594
2025-11-23,West,Ben,Headphones,2,1343,2686
2025-11-23,South,Chika,Mouse,1,442,442
2025-11-23,North,Alice,Monitor,9,91,819
2025-11-23,South,Ben,Laptop,8,1109,8872
2025-11-23,West,Ben,Printer,9,1429,12861
2025-11-23,West,Chika,Webcam,9,1013,9117
2025-11-23,East,Alice,Laptop,5,482,2410
2025-11-23,South,Ella,Webcam,9,1339,12051
2025-11-23,North,Chika,Laptop,5,603,3015
2025-11-23,East,David,Laptop,7,451,3157
2025-11-23,East,Ella,Headphones,9,387,3483
2025-11-23,East,David,Monitor,9,380,3420
2025-11-23,West,Ben,Laptop,7,333,2331
2025-11-23,North,Ella,Headphones,1,723,723
2025-11-23,West,Alice,Printer,6,581,3486
2025-11-23,North,Ben,Printer,5,1351,6755
2025-11-23,South,Ben,Webcam,5,1425,7125
2025-11-23,West,Ben,Laptop,4,1054,4216
2025-11-23,North,Chika,Printer,6,1228,7368
2025-11-23,North,Ben,Printer,5,1351,6755
2025-11-23,West,David,Webcam,6,988,5928
2025-11-23,East,Chika,Mouse,6,1339,8034
2025-11-23,East,Alice,Keyboard,8,810,6480
2025-11-23,West,Chika,Webcam,4,897,3588
2025-11-23,South,Alice,Mouse,1,832,832
2025-11-23,South,Ben,Laptop,4,742,2968
2025-11-23,North,Ella,Printer,4,1323,5292
2025-11-23,West,David,Headphones,7,79,553
2025-11-23,North,Ben,Mouse,1,1113,1113
2025-11-23,North,Ella,Headphones,1,1334,1334
2025-11-23,East,Alice,Keyboard,5,287,1435
2025-11-23,West,David,Headphones,4,1475,5900
2025-11-23,North,Chika,Headphones,1,1112,1112
2025-11-23,South,Ben,Keyboard,5,1285,6425
2025-11-23,North,Chika,Keyboard,1,726,726
2025-11-23,North,Ben,Monitor,4,1373,5492
2025-11-23,East,Chika,Headphones,1,1334,1334
2025-11-23,East,Ella,Printer,2,781,1562
2025-11-23,West,Chika,Printer,5,70,350
2025-11-23,East,Chika,Laptop,2,827,1654
2025-11-23,South,Alice,Monitor,8,567,4536
2025-11-23,West,Alice,Monitor,4,859,3436
2025-11-23,West,Ben,Printer,5,479,2395
2025-11-23,North,David,Monitor,1,263,263
2025-11-23,South,Ella,Mouse,7,388,2716
2025-11-23,West,Ben,Mouse,3,125,375
2025-11-23,North,Ben,Mouse,9,1066,9594
2025-11-23,North,Chika,Laptop,3,74,222
2025-11-23,West,Chika,Mouse,2,132,264
2025-11-23,North,David,Mouse,7,958,6706
2025-11-23,South,Alice,Keyboard,1,802,802
2025-11-23,West,Ella,Keyboard,8,930,7440
2025-11-23,North,David,Monitor,1,263,263
2025-11-23,West,Chika,Printer,1,1032,1032
2025-11-23,North,Ben,Headphones,8,854,6832
2025-11-23,West,Alice,Printer,6,581,3486
2025-11-23,West,Ella,Webcam,7,675,4725
2025-11-23,South,Ben,Monitor,7,363,2541
2025-11-23,East,David,Printer,2,605,1210
2025-11-23,North,Ella,Printer,5,1459,7295
2025-11-23,East,David,Laptop,7,451,3157
2025-11-23,South,Chika,Mouse,4,637,2548
2025-11-23,North,David,Laptop,4,136,544
2025-11-23,North,David,Headphones,5,681,3405
2025-11-23,North,David,Headphones,8,1074,8592
2025-11-23,North,David,Headphones,8,1074,8592
2025-11-23,East,Ella,Laptop,1,1465,1465
2025-11-23,West,Alice,Monitor,2,641,1282
2025-11-23,South,Chika,Headphones,7,60,420
2025-11-23,East,David,Mouse,9,342,3078
2025-11-23,South,Chika,Keyboard,5,1244,6220
2025-11-23,East,Alice,Laptop,4,277,1108
2025-11-23,East,Alice,Webcam,8,218,1744
2025-11-23,North,Chika,Keyboard,1,1115,1115
2025-11-23,West,Ella,Webcam,7,675,4725
2025-11-23,South,Chika,Keyboard,6,140,840
2025-11-23,South,Ella,Headphones,1,1123,1123
2025-11-23,East,Ben,Keyboard,3,280,840
2025-11-23,East,David,Mouse,1,1347,1347
2025-11-23,West,Chika,Mouse,2,132,264
2025-11-23,West,Alice,Keyboard,2,287,574
2025-11-23,North,Chika,Printer,6,1228,7368
2025-11-23,West,David,Laptop,7,1461,10227
2025-11-23,East,Ella,Webcam,8,1085,8680
2025-11-23,North,Chika,Printer,6,1228,7368
2025-11-23,South,Ella,Headphones,8,646,5168
2025-11-23,East,Ben,Keyboard,6,279,1674
2025-11-23,West,Chika,Printer,1,1348,1348
2025-11-23,North,Alice,Monitor,9,91,819
2025-11-23,East,Chika,Laptop,2,827,1654
2025-11-23,North,Ben,Monitor,5,670,3350
2025-11-23,East,Chika,Mouse,6,1339,8034
2025-11-23,North,Ben,Monitor,1,327,327
2025-11-23,West,David,Webcam,6,56,336
2025-11-23,West,Ben,Mouse,3,125,375
2025-11-23,West,Ben,Headphones,2,1343,2686
2025-11-23,South,Ella,Mouse,7,388,2716
2025-11-23,North,Alice,Monitor,9,91,819
2025-11-23,South,David,Laptop,8,878,7024
2025-11-23,North,Ella,Webcam,7,129,903
2025-11-23,East,Chika,Printer,7,1332,9324
2025-11-23,South,Alice,Monitor,5,893,4465
2025-11-23,North,Ella,Printer,4,1323,5292
2025-11-23,West,Ben,Webcam,1,90,90
2025-11-23,West,Alice,Webcam,6,460,2760
2025-11-23,North,Alice,Keyboard,1,1019,1019
2025-11-23,North,David,Headphones,8,1074,8592
2025-11-23,East,Chika,Keyboard,8,338,2704
2025-11-23,North,Alice,Keyboard,1,1019,1019
2025-11-23,North,Ben,Monitor,4,1373,5492
2025-11-23,East,Ella,Monitor,4,1336,5344
2025-11-23,West,David,Printer,7,1230,8610
2025-11-23,North,Ella,Headphones,1,1334,1334
2025-11-23,North,Chika,Monitor,2,1047,2094
2025-11-23,North,Alice,Headphones,3,488,1464
2025-11-23,North,David,Laptop,4,136,544
2025-11-23,South,Alice,Monitor,5,893,4465
2025-11-23,North,Chika,Printer,6,1228,7368
2025-11-23,South,Ben,Webcam,7,1463,10241
2025-11-23,West,Alice,Monitor,2,641,1282
2025-11-23,East,Ben,Keyboard,3,280,840
2025-11-23,East,David,Mouse,5,1196,5980
2025-11-23,West,Chika,Webcam,3,821,2463
2025-11-23,East,Ella,Monitor,2,938,1876
2025-11-23,South,Ella,Headphones,1,1005,1005
2025-11-23,East,Chika,Printer,4,1080,4320
2025-11-23,North,Ella,Headphones,8,1051,8408
2025-11-23,East,David,Mouse,9,342,3078
2025-11-23,West,David,Mouse,1,559,559
2025-11-23,North,Alice,Laptop,2,226,452
2025-11-23,East,Chika,Headphones,1,412,412
2025-11-23,South,Alice,Laptop,7,951,6657
2025-11-23,West,David,Headphones,4,1475,5900
2025-11-23,North,Ella,Headphones,1,723,723
2025-11-23,West,David,Monitor,9,202,1818
2025-11-23,East,Ben,Mouse,7,678,4746
2025-11-23,North,David,Mouse,3,611,1833
2025-11-23,North,Alice,Webcam,1,51,51
2025-11-23,East,Alice,Headphones,5,1110,5550
2025-11-23,East,Chika,Printer,7,1332,9324
2025-11-23,North,Ben,Printer,3,332,996
2025-11-23,North,David,Mouse,4,1308,5232
2025-11-23,North,Chika,Monitor,2,1047,2094
2025-11-23,West,Chika,Laptop,6,652,3912
2025-11-23,East,Ella,Webcam,8,1085,8680
2025-11-23,South,Ella,Headphones,1,1123,1123
2025-11-23,East,Chika,Headphones,1,412,412
2025-11-23,South,Alice,Monitor,5,752,3760
2025-11-23,East,Ben,Laptop,1,86,86
2025-11-23,North,Alice,Keyboard,2,548,1096
2025-11-23,North,Chika,Laptop,3,74,222
2025-11-23,West,Ben,Laptop,7,333,2331
2025-11-23,North,Chika,Webcam,2,1446,2892
2025-11-23,East,David,Monitor,9,380,3420
2025-11-23,West,David,Printer,6,386,2316
2025-11-23,North,David,Webcam,4,745,2980
2025-11-23,West,Ben,Webcam,1,90,90
2025-11-23,West,Ella,Keyboard,8,930,7440
2025-11-23,West,Ben,Laptop,7,333,2331
2025-11-23,East,David,Mouse,1,1347,1347
2025-11-23,East,Ella,Monitor,2,938,1876
2025-11-23,North,Ben,Keyboard,5,1473,7365
2025-11-23,East,Ben,Mouse,7,678,4746
2025-11-23,North,Chika,Keyboard,1,442,442
2025-11-23,North,Ben,Printer,5,1351,6755
2025-11-23,East,Chika,Keyboard,8,338,2704
2025-11-23,West,David,Webcam,6,56,336
2025-11-23,West,Ben,Printer,5,479,2395
2025-11-23,West,Chika,Printer,1,1032,1032
2025-11-23,West,Ben,Printer,9,1429,12861
2025-11-23,West,David,Webcam,6,988,5928
2025-11-23,East,Ella,Headphones,9,387,3483
2025-11-23,South,Chika,Headphones,3,1418,4254
2025-11-23,East,Alice,Webcam,8,218,1744
2025-11-23,North,Chika,Laptop,8,1133,9064
2025-11-23,West,Ben,Headphones,2,1343,2686
2025-11-23,East,Alice,Headphones,6,291,1746
2025-11-23,East,Ella,Monitor,2,938,1876
2025-11-23,North,Alice,Keyboard,1,1019,1019
2025-11-23,East,Ella,Mouse,4,285,1140
2025-11-23,East,David,Printer,4,231,924
2025-11-23,South,Ben,Laptop,8,236,1888
2025-11-23,North,Ella,Printer,4,1323,5292
2025-11-23,West,David,Monitor,9,202,1818
2025-11-23,West,Chika,Printer,5,70,350
2025-11-23,North,Ben,Printer,3,332,996
2025-11-23,West,Ella,Printer,5,1024,5120
2025-11-23,South,Alice,Keyboard,8,1171,9368
2025-11-23,West,Alice,Monitor,2,641,1282
2025-11-23,North,Ella,Printer,3,265,795
2025-11-23,North,Alice,Laptop,4,212,848
2025-11-23,East,Alice,Headphones,6,291,1746
2025-11-23,East,David,Printer,4,231,924
2025-11-23,East,David,Printer,2,605,1210
2025-11-23,North,Ella,Printer,6,1474,8844
2025-11-23,North,Ella,Headphones,1,1334,1334
2025-11-23,South,Alice,Printer,7,546,3822
2025-11-23,North,Alice,Webcam,6,731,4386
2025-11-23,South,Chika,Keyboard,6,140,840
2025-11-23,South,Chika,Mouse,4,637,2548
2025-11-23,East,Chika,Mouse,4,189,756
2025-11-23,East,Alice,Laptop,9,1394,12546
2025-11-23,South,Alice,Keyboard,1,802,802
2025-11-23,West,Chika,Laptop,6,652,3912
2025-11-23,South,Ella,Keyboard,8,439,3512
2025-11-23,West,David,Laptop,7,1461,10227
2025-11-23,South,Ben,Laptop,6,1422,8532
2025-11-23,North,David,Laptop,4,136,544
2025-11-23,North,Chika,Laptop,5,603,3015
2025-11-23,South,Ella,Webcam,9,1339,12051
2025-11-23,South,Chika,Keyboard,5,1244,6220
2025-11-23,North,Ben,Laptop,9,1260,11340
2025-11-23,North,Alice,Monitor,9,91,819
2025-11-23,South,Ben,Monitor,7,363,2541
2025-11-23,East,Chika,Mouse,4,189,756
2025-11-23,North,Alice,Webcam,6,731,4386
2025-11-23,North,Chika,Keyboard,1,1115,1115
2025-11-23,South,David,Laptop,1,1324,1324
2025-11-23,South,Alice,Monitor,5,752,3760
2025-11-23,East,Ella,Webcam,7,1188,8316
2025-11-23,West,Chika,Keyboard,2,677,1354
2025-11-23,West,Ben,Printer,6,787,4722
2025-11-23,East,Ella,Monitor,5,983,4915
2025-11-23,North,David,Mouse,7,958,6706
2025-11-23,West,David,Printer,7,1230,8610
2025-11-23,South,Ben,Webcam,5,1425,7125
2025-11-23,South,Chika,Headphones,3,1418,4254
2025-11-23,East,David,Webcam,2,458,916
2025-11-23,South,Alice,Printer,7,546,3822
2025-11-23,West,Chika,Mouse,8,126,1008
2025-11-23,North,Chika,Headphones,1,1112,1112
2025-11-23,North,David,Headphones,5,681,3405
2025-11-23,East,Ella,Laptop,1,1465,1465
2025-11-23,North,Ella,Printer,2,483,966
2025-11-23,East,Chika,Headphones,8,882,7056
2025-11-23,West,Alice,Keyboard,2,287,574
2025-11-23,East,David,Printer,2,162,324
2025-11-23,North,Chika,Monitor,2,1047,2094
2025-11-23,North,Chika,Keyboard,1,1115,1115
2025-11-23,North,David,Webcam,4,745,2980
2025-11-23,South,Ben,Webcam,5,1425,7125
2025-11-23,West,Alice,Printer,7,563,3941
2025-11-23,East,Ella,Laptop,1,1465,1465
2025-11-23,West,Ben,Laptop,4,1054,4216
2025-11-23,West,Ben,Printer,5,479,2395
2025-11-23,East,Ella,Headphones,9,387,3483
2025-11-23,East,Ella,Laptop,1,1465,1465
2025-11-23,West,Ella,Webcam,7,675,4725
2025-11-23,West,David,Mouse,1,559,559
2025-11-23,East,Chika,Printer,5,585,2925
2025-11-23,West,David,Mouse,1,559,559
2025-11-23,South,Alice,Printer,7,546,3822
2025-11-23,North,Ella,Printer,6,1474,8844
2025-11-23,East,Ella,Monitor,5,983,4915
2025-11-23,East,Alice,Laptop,4,277,1108
2025-11-23,South,Ben,Headphones,8,1001,8008
2025-11-23,North,David,Monitor,1,263,263
2025-11-23,North,Alice,Keyboard,2,548,1096
2025-11-23,West,Ella,Keyboard,2,99,198
2025-11-23,West,Ben,Laptop,8,395,3160
2025-11-23,South,Alice,Laptop,7,204,1428
2025-11-23,West,Ella,Printer,9,1219,10971
2025-11-23,North,Chika,Laptop,5,603,3015
2025-11-23,West,Alice,Printer,6,581,3486
2025-11-23,West,Ben,Laptop,8,395,3160
2025-11-23,North,Ben,Monitor,4,1373,5492
2025-11-23,West,David,Headphones,7,79,553
2025-11-23,North,Alice,Laptop,2,226,452
2025-11-23,North,Ben,Printer,1,668,668
2025-11-23,West,Chika,Printer,5,70,350
2025-11-23,North,Chika,Laptop,3,74,222
2025-11-23,East,Alice,Laptop,5,482,2410
2025-11-23,West,Chika,Webcam,3,821,2463
2025-11-23,East,David,Printer,2,605,1210
2025-11-23,East,David,Printer,2,605,1210
2025-11-23,South,David,Headphones,1,942,942
2025-11-23,North,David,Mouse,7,958,6706
2025-11-23,North,Ben,Laptop,9,1260,11340
2025-11-23,South,Ben,Headphones,8,1001,8008
2025-11-23,West,David,Mouse,1,559,559
2025-11-23,North,Ben,Printer,1,668,668
2025-11-23,South,Ben,Laptop,6,1422,8532
2025-11-23,East,Ella,Printer,5,463,2315
2025-11-23,North,Ben,Headphones,8,854,6832
2025-11-23,East,David,Webcam,2,458,916
2025-11-23,West,Alice,Printer,6,581,3486
2025-11-23,South,Chika,Headphones,7,60,420
2025-11-23,East,Chika,Headphones,1,1334,1334
2025-11-23,North,Ella,Laptop,5,1129,5645
2025-11-23,South,David,Headphones,7,745,5215
2025-11-23,North,Alice,Laptop,4,212,848
2025-11-23,North,Ben,Printer,1,668,668
2025-11-23,South,Alice,Monitor,5,752,3760
2025-11-23,West,David,Printer,6,386,2316
2025-11-23,West,Ben,Keyboard,2,1394,2788
2025-11-23,North,Alice,Keyboard,1,1019,1019
2025-11-23,East,David,Webcam,2,458,916
2025-11-23,East,David,Laptop,7,451,3157
2025-11-23,West,Ben,Mouse,2,715,1430
2025-11-23,East,Ella,Monitor,5,983,4915
2025-11-23,South,David,Printer,6,965,5790
2025-11-23,North,Alice,Keyboard,1,1019,1019
2025-11-23,North,Ella,Laptop,5,1129,5645
2025-11-23,East,Ben,Keyboard,5,1120,5600
2025-11-23,West,Chika,Mouse,2,132,264
2025-11-23,East,Alice,Laptop,5,482,2410
2025-11-23,East,David,Monitor,9,380,3420
2025-11-23,East,Alice,Headphones,5,1110,5550
2025-11-23,East,Alice,Headphones,5,1110,5550
2025-11-23,South,Ben,Laptop,8,1109,8872
2025-11-23,East,David,Mouse,5,1196,5980
2025-11-23,East,David,Monitor,9,380,3420
2025-11-23,North,Alice,Webcam,1,51,51
2025-11-23,West,David,Printer,6,386,2316
2025-11-23,West,David,Webcam,6,56,336
2025-11-23,North,Chika,Headphones,1,1112,1112
2025-11-23,South,Alice,Monitor,5,752,3760
2025-11-23,North,Alice,Mouse,2,762,1524
2025-11-23,East,Chika,Laptop,2,827,1654
2025-11-23,West,Ella,Webcam,7,675,4725
2025-11-23,East,Ella,Laptop,1,1465,1465
2025-11-23,South,Ben,Laptop,6,1422,8532
2025-11-23,North,Alice,Mouse,2,762,1524
2025-11-23,North,Ella,Printer,3,265,795
2025-11-23,East,Chika,Mouse,4,189,756
2025-11-23,East,Chika,Mouse,6,1339,8034
2025-11-23,South,Chika,Keyboard,5,1244,6220
2025-11-23,West,Chika,Webcam,4,897,3588
2025-11-23,West,Chika,Webcam,3,821,2463
2025-11-23,North,Chika,Laptop,5,603,3015
2025-11-23,North,Ben,Printer,3,332,996
2025-11-23,East,David,Mouse,5,1196,5980
2025-11-23,West,Ella,Mouse,3,1487,4461
2025-11-23,South,Ben,Monitor,5,662,3310
2025-11-23,North,Ben,Headphones,8,854,6832
2025-11-23,North,Ben,Monitor,1,327,327
2025-11-23,East,David,Webcam,2,458,916
2025-11-23,West,David,Monitor,6,185,1110
2025-11-23,East,David,Monitor,9,380,3420
2025-11-23,South,Chika,Headphones,7,60,420
2025-11-23,East,Ella,Webcam,8,1085,8680
2025-11-23,West,Ella,Printer,5,1024,5120
2025-11-23,South,Alice,Printer,4,720,2880
2025-11-23,North,David,Mouse,4,1308,5232
2025-11-23,North,Alice,Webcam,6,731,4386
2025-11-23,East,Chika,Headphones,1,1334,1334
2025-11-23,North,Ella,Mouse,9,1001,9009
2025-11-23,East,Ella,Monitor,4,1336,5344
2025-11-23,North,Alice,Laptop,2,226,452
2025-11-23,East,Alice,Webcam,8,218,1744
2025-11-23,West,Alice,Webcam,7,606,4242
2025-11-23,West,Chika,Webcam,9,1013,9117
2025-11-23,West,Ben,Mouse,2,715,1430
2025-11-23,South,Ella,Keyboard,8,439,3512
2025-11-23,South,Ben,Monitor,7,363,2541
2025-11-23,South,Ben,Keyboard,3,1046,3138
2025-11-23,West,Ella,Keyboard,2,99,198
2025-11-23,East,David,Mouse,9,342,3078
2025-11-23,West,Ella,Keyboard,2,99,198
2025-11-23,North,Alice,Laptop,2,226,452
2025-11-23,North,Ben,Headphones,8,854,6832
2025-11-23,West,Ben,Printer,6,787,4722
2025-11-23,South,Chika,Laptop,5,1191,5955
2025-11-23,North,Ben,Monitor,5,670,3350
2025-11-23,East,Alice,Laptop,4,277,1108
2025-11-23,North,Chika,Webcam,2,1446,2892
2025-11-23,East,Alice,Laptop,9,1394,12546
2025-11-23,West,Alice,Webcam,7,606,4242
2025-11-23,North,David,Headphones,8,1074,8592
2025-11-23,East,Ella,Mouse,4,285,1140
2025-11-23,North,Ben,Headphones,5,1441,7205
2025-11-23,North,Ben,Headphones,8,854,6832
2025-11-23,South,Ella,Headphones,1,1005,1005
2025-11-23,West,Ben,Headphones,2,1343,2686
2025-11-23,South,David,Laptop,1,1324,1324
2025-11-23,South,Alice,Keyboard,8,1171,9368
2025-11-23,North,David,Keyboard,6,661,3966
2025-11-23,South,Ben,Webcam,7,1463,10241
2025-11-23,East,Chika,Keyboard,8,338,2704
2025-11-23,South,Chika,Headphones,7,60,420
2025-11-23,North,Chika,Headphones,1,1112,1112
2025-11-23,South,Ben,Monitor,3,198,594
2025-11-23,North,Alice,Webcam,1,51,51
2025-11-23,South,Ben,Laptop,8,236,1888
2025-11-23,East,Chika,Mouse,5,798,3990
2025-11-23,South,Ben,Laptop,6,1422,8532
2025-11-23,South,Ella,Keyboard,8,439,3512
2025-11-23,East,Ella,Monitor,4,1336,5344
2025-11-23,South,David,Printer,6,965,5790
2025-11-23,South,David,Headphones,1,325,325
2025-11-23,East,Ella,Monitor,4,1336,5344
2025-11-23,East,Ella,Printer,5,463,2315
2025-11-23,West,Alice,Monitor,4,859,3436
2025-11-23,North,Ella,Printer,4,1323,5292
2025-11-23,West,Alice,Webcam,7,606,4242
2025-11-23,East,David,Printer,2,162,324
2025-11-23,South,Ben,Laptop,4,742,2968
2025-11-23,North,Chika,Keyboard,1,442,442
2025-11-23,East,David,Printer,4,231,924
2025-11-23,South,Alice,Headphones,1,1046,1046
2025-11-23,East,Alice,Keyboard,9,1327,11943
2025-11-23,West,Alice,Monitor,2,641,1282
2025-11-23,South,Ella,Mouse,7,388,2716
2025-11-23,South,Chika,Keyboard,6,140,840
2025-11-23,West,Alice,Headphones,3,303,909
2025-11-23,East,Chika,Monitor,4,908,3632
2025-11-23,East,Alice,Webcam,8,218,1744
2025-11-23,East,David,Headphones,9,486,4374
2025-11-23,North,Ben,Monitor,7,587,4109
2025-11-23,South,Ben,Monitor,3,198,594
2025-11-23,West,Chika,Printer,1,1032,1032
2025-11-23,East,Chika,Headphones,1,1334,1334
2025-11-23,East,Chika,Printer,4,1080,4320
2025-11-23,West,Ben,Mouse,2,715,1430
2025-11-23,South,Alice,Laptop,7,951,6657
2025-11-23,North,Alice,Headphones,3,488,1464
2025-11-23,East,Ben,Keyboard,5,1120,5600
2025-11-23,West,Chika,Mouse,2,132,264
2025-11-23,West,Ben,Printer,9,1429,12861
2025-11-23,South,Ella,Headphones,1,1123,1123
2025-11-23,West,Alice,Monitor,4,859,3436
2025-11-23,West,Ben,Printer,6,787,4722
2025-11-23,East,Ella,Printer,2,781,1562
2025-11-23,North,Ben,Keyboard,5,1473,7365
2025-11-23,East,Ella,Headphones,9,387,3483
2025-11-23,South,Ella,Headphones,1,1123,1123
2025-11-23,North,Chika,Monitor,2,1047,2094
2025-11-23,North,Chika,Headphones,1,1112,1112
2025-11-23,North,David,Headphones,8,1074,8592
2025-11-23,East,Ella,Webcam,8,1085,8680
2025-11-23,South,David,Headphones,1,325,325
2025-11-23,North,Alice,Monitor,9,91,819
2025-11-23,East,Chika,Laptop,2,827,1654
2025-11-23,East,Ella,Laptop,1,1465,1465
2025-11-23,West,Chika,Printer,1,1348,1348
2025-11-23,West,Chika,Mouse,2,132,264
2025-11-23,West,Chika,Mouse,2,132,264
2025-11-23,North,Chika,Laptop,5,603,3015
2025-11-23,North,Ben,Printer,3,332,996
2025-11-23,West,Chika,Webcam,3,821,2463
2025-11-23,South,Chika,Laptop,5,1191,5955
2025-11-23,East,David,Webcam,2,458,916
2025-11-23,South,Chika,Mouse,1,442,442
2025-11-23,South,Ben,Laptop,8,236,1888
2025-11-23,North,Ella,Printer,2,483,966
2025-11-23,East,David,Laptop,7,451,3157
2025-11-23,North,Ben,Mouse,9,1066,9594
2025-11-23,East,Ella,Laptop,1,1465,1465
2025-11-23,South,Ben,Keyboard,3,1046,3138
2025-11-23,East,Alice,Laptop,5,482,2410
2025-11-23,East,Ella,Printer,2,781,1562
2025-11-23,South,Ben,Webcam,7,1463,10241
2025-11-23,South,Ella,Headphones,1,1005,1005
2025-11-23,West,Ben,Printer,6,787,4722
2025-11-23,South,Ben,Laptop,8,1109,8872
2025-11-23,West,Chika,Webcam,4,897,3588
2025-11-23,North,Chika,Keyboard,1,1115,1115
2025-11-23,South,Alice,Laptop,7,204,1428
2025-11-23,East,David,Printer,2,605,1210
